,Row ID,Order ID,Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
279513,161045,161045,2015-09-24,2015-09-24,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1414.28,1,0.0,475
279514,161340,161340,2015-09-28,2015-09-28,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1425.4,1,0.0,475
279515,161619,161619,2015-09-29,2015-09-29,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1425.4,1,0.0,475
279516,162507,162507,2015-10-07,2015-10-07,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1407.01,1,0.0,475
279517,163036,163036,2015-10-12,2015-10-12,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1396.85,1,0.0,475
279518,163166,163166,2015-10-13,2015-10-13,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1392.03,1,0.0,475
279525,139021,139021,2015-02-06,2015-02-06,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1102.21,1,0.0,475
279531,131651,131651,2014-10-02,2014-10-02,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1071.04,1,0.0,475
279532,131654,131654,2014-10-02,2014-10-02,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1071.04,1,0.0,475
279534,132279,132279,2014-10-30,2014-10-30,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1075.26,1,0.0,476
279535,132645,132645,2014-10-30,2014-10-30,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1072.22,1,0.0,476
279536,133699,133699,2014-10-30,2014-10-30,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1072.02,1,0.0,476
279537,133824,133824,2014-11-03,2014-11-03,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1072.02,1,0.0,476
279538,134617,134617,2014-11-03,2014-11-03,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1083.88,1,0.0,476
279539,135153,135153,2014-11-04,2014-11-04,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1092.99,1,0.0,476
279540,135214,135214,2014-11-04,2014-11-04,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1092.99,1,0.0,476
279556,167698,167698,2015-11-20,2015-11-20,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1423.8,1,0.0,477
279557,168169,168169,2015-11-25,2015-11-25,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1429.47,1,0.0,477
279558,168712,168712,2015-12-01,2015-12-01,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1429.79,1,0.0,477
279559,169037,169037,2015-12-07,2015-12-07,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1429.25,1,0.0,477
279577,135770,135770,2014-11-26,2014-11-26,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,2187.16,2,0.0,478
279578,135902,135902,2014-11-26,2014-11-26,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1103.38,1,0.0,478
279591,129484,129484,2014-07-29,2014-07-29,2,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000,1356.16,1,0.0,484
279592,129965,129965,2014-08-12,2014-08-12,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000,1181.76,1,0.0,484
279593,130095,130095,2014-08-14,2014-08-14,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000,1369.71,1,0.0,484
279616,269154,269154,2019-04-05,2019-04-05,3,WWWUS,WEB US,DETI,CA,,,,,DB03120,SBI,DB03120,ESCAPE 1400-I WOOD INSERT,1399.89,1,0.0,490
279624,195097,195097,2016-12-29,2016-12-29,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1620.06,1,0.0,493
279626,187856,187856,2016-10-25,2016-10-25,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1601.56,1,0.0,494
279629,186348,186348,2016-10-13,2016-10-13,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1592.91,1,0.0,495
279636,131142,131142,2014-10-10,2014-10-10,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000,1377.35,1,0.0,496
279637,204787,204787,2017-05-16,2017-05-16,3,WWWUS,WEB US,DETI,CA,,,,,DB07200,SBI,DB07200,HT2000 WOOD STOVE,1781.19,1,0.0,496
279638,131387,131387,2014-10-23,2014-10-23,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000,1360.68,1,0.0,496
279639,131594,131594,2014-10-22,2014-10-22,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000,1363.19,1,0.0,496
279650,207145,207145,2017-07-28,2017-07-28,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1507.0,1,0.0,496
279651,207303,207303,2017-08-03,2017-08-03,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1507.0,1,0.0,496
279652,207687,207687,2017-08-14,2017-08-14,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1525.98,1,0.0,496
279654,116997,116997,2014-01-10,2014-01-10,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1043.11,1,0.0,497
279655,117129,117129,2014-01-10,2014-01-10,4,MID200-MATTOON,MID-STATES MATTOON,DETI,US,ST.PAUL,,55164-0537,VENDOR # 233125,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1765.84,1,0.0,497
279656,117589,117589,2014-01-13,2014-01-13,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1054.77,1,0.0,497
279658,117887,117887,2014-01-10,2014-01-10,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1060.75,1,0.0,497
279663,116991,116991,2014-01-07,2014-01-07,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1043.11,1,0.0,497
279666,249296,249296,2018-10-22,2018-10-22,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03112,SBI,DB03112,ESCAPE 1800 POÊLE À BOIS SUR PATTES - PORTE ARGENT BROSSÉ,1618.04,2,0.0,498
279670,209703,209703,2017-09-11,2017-09-11,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1456.05,1,0.0,498
279672,210754,210754,2017-09-19,2017-09-19,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1463.38,1,0.0,498
279676,134332,134332,2014-11-06,2014-11-06,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000,1382.87,1,0.0,499
279677,134364,134364,2014-11-06,2014-11-06,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000,1382.87,1,0.0,499
279678,137297,137297,2014-11-20,2014-11-20,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000,1409.45,1,0.0,499
279679,136501,136501,2014-12-05,2014-12-05,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000,1393.03,1,0.0,500
279680,138008,138008,2014-12-05,2014-12-05,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000,1414.97,1,0.0,500
279681,138908,138908,2015-01-09,2015-01-09,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000,1409.2,1,0.0,500
279688,214295,214295,2017-10-18,2017-10-18,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1504.23,1,0.0,500
279694,216599,216599,2017-11-03,2017-11-03,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1548.81,1,0.0,500
279695,216993,216993,2017-11-07,2017-11-07,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1533.91,1,0.0,500
279698,150632,150632,2015-02-16,2015-02-16,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000,1605.99,1,0.0,500
279709,218863,218863,2017-11-22,2017-11-22,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1530.55,1,0.0,503
279715,219553,219553,2017-11-21,2017-11-21,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1538.0,1,0.0,503
279719,182021,182021,2016-08-24,2016-08-24,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1547.37,1,0.0,504
279721,220401,220401,2017-11-28,2017-11-28,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1526.82,1,0.0,505
279724,221049,221049,2017-12-01,2017-12-01,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1546.05,1,0.0,505
279725,250412,250412,2018-10-26,2018-10-26,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03031,SBI,DB03031,AUSTRAL II POÊLE À BOIS,1326.06,1,0.0,505
279727,251009,251009,2018-10-30,2018-10-30,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03031,SBI,DB03031,AUSTRAL II POÊLE À BOIS,1330.53,1,0.0,505
279729,251928,251928,2018-11-05,2018-11-05,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03031,SBI,DB03031,AUSTRAL II POÊLE À BOIS,1332.26,1,0.0,506
279731,221877,221877,2017-12-11,2017-12-11,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1525.98,1,0.0,506
279732,222413,222413,2017-12-12,2017-12-12,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1544.12,1,0.0,506
279736,223422,223422,2017-12-19,2017-12-19,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1548.09,1,0.0,506
279751,256533,256533,2018-12-03,2018-12-03,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03031,SBI,DB03031,AUSTRAL II POÊLE À BOIS,1351.78,1,0.0,508
279752,257826,257826,2018-12-11,2018-12-11,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03031,SBI,DB03031,AUSTRAL II POÊLE À BOIS,1354.22,1,0.0,508
279753,259262,259262,2018-12-21,2018-12-21,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03031,SBI,DB03031,AUSTRAL II POÊLE À BOIS,1372.93,1,0.0,508
279757,263523,263523,2019-02-01,2019-02-01,3,WWWUS,WEB US,DETI,CA,,,,,DB03102,SBI,DB03102,ESCAPE 1800 WOOD STOVE - BLACK DOOR,1392.65,1,0.0,509
279772,227620,227620,2018-01-23,2018-01-23,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1501.95,1,0.0,510
279789,167285,167285,2015-11-18,2015-11-18,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000,1712.01,1,0.0,513
279795,239079,239079,2018-07-24,2018-07-24,1,CAN100-CONSO,CANAC-MARQUIS GRENIER LTEE,DETI,CA,ANCIENNE-LORETTE,,G2E 5W2,6245 BOUL. WILFRID-HAMEL C.P. 400,DB03041,SBI,DB03041,BALTIC II POÊLE À BOIS,1068.0,1,0.0,513
279798,242299,242299,2018-09-10,2018-09-10,1,CAN100-CONSO,CANAC-MARQUIS GRENIER LTEE,DETI,CA,ANCIENNE-LORETTE,,G2E 5W2,6245 BOUL. WILFRID-HAMEL C.P. 400,DB03041,SBI,DB03041,BALTIC II POÊLE À BOIS,1068.0,1,0.0,513
279800,247178,247178,2018-10-10,2018-10-10,1,CAN100-CONSO,CANAC-MARQUIS GRENIER LTEE,DETI,CA,ANCIENNE-LORETTE,,G2E 5W2,6245 BOUL. WILFRID-HAMEL C.P. 400,DB03041,SBI,DB03041,BALTIC II POÊLE À BOIS,1013.0,1,0.0,513
279807,256396,256396,2018-12-03,2018-12-03,1,CAN100-CONSO,CANAC-MARQUIS GRENIER LTEE,DETI,CA,ANCIENNE-LORETTE,,G2E 5W2,6245 BOUL. WILFRID-HAMEL C.P. 400,DB03041,SBI,DB03041,BALTIC II POÊLE À BOIS,1068.0,1,0.0,513
279813,221443,221443,2017-12-05,2017-12-05,1,CAN100-CONSO,CANAC-MARQUIS GRENIER LTEE,DETI,CA,ANCIENNE-LORETTE,,G2E 5W2,6245 BOUL. WILFRID-HAMEL C.P. 400,DB03041,SBI,DB03041,BALTIC II POÊLE À BOIS,1038.0,1,0.0,514
279815,209287,209287,2017-09-06,2017-09-06,1,CAN100-CONSO,CANAC-MARQUIS GRENIER LTEE,DETI,CA,ANCIENNE-LORETTE,,G2E 5W2,6245 BOUL. WILFRID-HAMEL C.P. 400,DB03041,SBI,DB03041,BALTIC II POÊLE À BOIS,1038.0,1,0.0,514
279834,135246,135246,2014-10-20,2014-10-20,2,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03113,SBI,DB03113,ESCAPE 1800 SUR PATTES ARGENT -  PORTE ARGENT BROSSÉ,2590.8,3,0.0,516
279840,164015,164015,2015-10-20,2015-10-20,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000,1651.23,1,0.0,517
279843,140548,140548,2014-11-11,2014-11-11,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03505,SBI,DB03505,SAHARA - PORTE ARGENT BROSSÉ,1078.86,1,0.0,519
279848,159097,159097,2015-09-03,2015-09-03,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000,1705.58,1,0.0,520
279858,255709,255709,2018-11-28,2018-11-28,3,WWWUS,WEB US,DETI,CA,,,,,DB03112,SBI,DB03112,ESCAPE 1800 WOOD STOVE ON LEGS - BRUSHED NICKEL DOOR,1520.7,1,0.0,523
279864,234301,234301,2018-04-06,2018-04-06,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1275.6,1,0.0,524
279865,234584,234584,2018-04-12,2018-04-12,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,524
279866,234918,234918,2018-04-18,2018-04-18,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,524
279873,223219,223219,2017-12-18,2017-12-18,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1280.41,1,0.0,526
279874,223248,223248,2017-12-18,2017-12-18,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,526
279876,229469,229469,2018-02-07,2018-02-07,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,527
279877,229683,229683,2018-02-08,2018-02-08,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1250.29,1,0.0,527
279879,230009,230009,2018-02-13,2018-02-13,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1258.99,1,0.0,527
279888,227320,227320,2018-01-19,2018-01-19,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1494.62,1,0.0,527
279891,228577,228577,2018-01-31,2018-01-31,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1480.56,1,0.0,527
279896,231494,231494,2018-02-28,2018-02-28,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1522.74,1,0.0,527
279900,233302,233302,2018-03-23,2018-03-23,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1549.77,1,0.0,527
279901,234278,234278,2018-04-09,2018-04-09,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1531.75,1,0.0,527
279902,234666,234666,2018-04-13,2018-04-13,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1510.6,1,0.0,527
279903,235269,235269,2018-04-24,2018-04-24,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1532.47,1,0.0,527
279907,238197,238197,2018-07-03,2018-07-03,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1578.85,1,0.0,527
279919,239544,239544,2018-08-03,2018-08-03,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1564.79,1,0.0,527
279921,239628,239628,2018-08-06,2018-08-06,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1561.43,1,0.0,527
279926,240007,240007,2018-08-13,2018-08-13,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1577.41,1,0.0,527
279927,240260,240260,2018-08-16,2018-08-16,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1577.77,1,0.0,527
279938,241330,241330,2018-08-29,2018-08-29,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1553.98,1,0.0,527
279939,224592,224592,2017-12-29,2017-12-29,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1273.5,1,0.0,527
279940,225687,225687,2018-01-18,2018-01-18,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1273.5,1,0.0,527
279943,226926,226926,2018-01-19,2018-01-19,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1243.38,1,0.0,528
279944,272773,272773,2019-06-25,2019-06-25,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03105K,SBI,DB03105K,ESCAPE 1800 POÊLE À BOIS PORTE NOIRE ET PATTES NOIRES (A VALIDER),1010.0,1,0.0,528
279945,274730,274730,2019-08-12,2019-08-12,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03105K,SBI,DB03105K,ESCAPE 1800 POÊLE À BOIS PORTE NOIRE ET PATTES NOIRES (A VALIDER),1010.0,1,0.0,528
279946,227538,227538,2018-01-22,2018-01-22,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1242.58,1,0.0,528
